,movie_title,cluster_KMeans,tsne-2d-one,tsne-2d-two
1937,The Shawshank Redemption,7,9.432162,-4.586072
1938,Crocodile Dundee in Los Angeles,9,-2.4451795,1.8707521
1939,Kingpin,8,-6.746299,7.3642445
1940,The Gambler,7,9.382668,-10.632773
1941,August: Osage County,14,5.0720205,-1.0713649
1943,A Lot Like Love,11,8.152226,11.867759
1944,Eddie the Eagle,10,13.903372,0.2845972
1945,He Got Game,10,10.582308,0.7316961
1946,Don Juan DeMarco,11,4.6194043,13.594117
1949,The Losers,1,3.198182,-12.639254
1950,Don't Be Afraid of the Dark,6,-5.278812,-11.028203
1951,War,13,-2.1565995,-6.663951
1952,Punch-Drunk Love,11,8.209063,11.941423
1953,EuroTrip,8,-5.3129597,4.8465257
1954,Half Past Dead,13,-2.13796,-6.778328
1955,Unaccompanied Minors,0,-9.926928,10.65149
1957,The Adventures of Pinocchio,5,-12.902908,0.67826176
1959,The Box,1,3.958838,-10.4012785
1960,The Ruins,6,-6.4456143,-14.121274
1961,The Next Best Thing,11,2.5447793,12.049865
1962,My Soul to Take,6,-2.0242026,-14.112149
1963,The Girl Next Door,11,4.618108,13.594929
1964,Maximum Risk,13,-1.2878388,-7.8797393
1965,Stealing Harvard,9,-2.5712156,1.4691124
1966,Legend,7,11.152389,-8.722818
1968,Shark Night 3D,6,-4.5061197,-11.624799
1969,Angela's Ashes,14,6.526772,-0.10256863
1970,Draft Day,10,10.742205,0.8823023
1973,The Conspirator,7,10.4531145,-6.04923
1974,Lords of Dogtown,10,13.836774,0.115647696
1975,The 33,10,15.09713,-2.978608
1978,Warrior,10,10.429292,1.1095738
1979,Michael Collins,10,13.074367,-5.708074
1980,Gettysburg,14,8.687052,-2.725221
1981,Stop-Loss,12,6.3778877,5.385833
1982,Abandon,1,5.322769,-10.050623
1983,Brokedown Palace,1,4.6297064,-10.658604
1984,The Possession,6,-4.5077715,-11.626457
1985,Mrs. Winterbourne,11,8.152134,11.868003
1986,Straw Dogs,4,0.89250195,-4.931676
1987,The Hoax,12,1.8151959,6.794073
1988,Stone Cold,1,0.39990115,-9.435758
1989,The Road,14,3.852691,1.6821294
1991,Underclassman,1,1.2487509,-11.7329235
1992,Say It Isn't So,0,-3.4900947,14.7696495
1993,The World's Fastest Indian,10,13.835128,0.115363404
1995,Tank Girl,9,-8.231621,0.31923783
1996,King's Ransom,9,-3.569076,1.4502931
1997,Blindness,1,3.9979808,-8.681768
1998,BloodRayne,3,-10.346768,-2.2694585
2000,Where the Truth Lies,1,6.347739,-12.537565
2002,Without Limits,10,13.744825,0.055625916
2003,Me and Orson Welles,14,8.278465,1.1070509
2004,The Best Offer,2,9.741956,4.8487425
2005,Bad Lieutenant: Port of Call New Orleans,7,9.562826,-6.0729427
2007,Little White Lies,12,4.0058026,8.34415
2008,Love Ranch,11,6.5099115,15.104747
2011,The Counselor,7,9.793085,-10.860969
2017,On the Road,14,4.629135,0.6382262
2019,Rocky Balboa,10,10.742242,0.8824783
2021,Scream 2,6,-5.1071925,-15.73217
2022,Jane Got a Gun,14,4.4060135,1.3829345
2023,Think Like a Man Too,0,-3.4900942,14.769651
2024,The Whole Nine Yards,9,-2.5703344,1.4691104
2026,Old School,8,-4.1028285,6.7729135
2027,The Fisher King,12,5.272855,7.2136517
2028,I Still Know What You Did Last Summer,6,-4.927819,-15.046868
2029,Return to Me,11,4.637584,13.589955
2030,Zack and Miri Make a Porno,0,-1.3525457,12.509215
2031,Nurse Betty,12,1.8260547,3.4331553
2032,The Men Who Stare at Goats,8,-4.4501266,4.2253804
2033,Double Take,13,-2.9077036,-3.6919065
2034,"Girl, Interrupted",10,13.067858,-2.280354
2035,Win a Date with Tad Hamilton!,0,-1.3518463,12.509231
2038,Ready to Rumble,8,-6.746355,7.36466
2039,Play It to the Bone,12,5.0868607,7.53155
2040,I Don't Know How She Does It,0,-3.656589,12.921613
2041,Piranha 3D,8,-6.03822,2.657671
2042,Beyond the Sea,10,11.908021,-0.97854406
2044,The Princess and the Cobbler,3,-9.709493,-0.6063929
2045,The Bridge of San Luis Rey,2,11.313666,5.9455857
2046,Faster,1,0.7905343,-9.068788
2047,Howl's Moving Castle,5,-14.074209,1.5737115
2048,Zombieland,8,-8.2656975,2.1979077
2050,The Waterboy,8,-6.664059,7.3316846
2052,Bad Boys,1,2.4602423,-10.864405
2053,The Naked Gun 2½: The Smell of Fear,9,-1.7675774,1.5963309
2054,Final Destination,6,-4.151722,-11.05121
2055,The Ides of March,14,6.502265,-0.08615395
2056,Pitch Black,6,-8.178731,-12.984994
2057,Someone Like You...,0,-4.7210894,12.627018
2058,Her,2,9.929788,6.6528964
2060,Joy Ride,1,-0.037292495,-14.648721
2061,The Adventurer: The Curse of the Midas Box,5,-12.573428,0.6543332
2062,Anywhere But Here,12,1.939742,5.4465566
2064,The Crew,9,-3.028223,1.3855118
2065,Haywire,13,-5.5057845,-6.5649614
2067,Marvin's Room,14,6.494548,-0.08848408
2068,The Longshots,10,13.075868,0.85646975
2069,The End of the Affair,2,11.314852,5.946062
2070,Harley Davidson and the Marlboro Man,1,0.8058121,-9.770303
2072,Coco Before Chanel,10,13.067851,-2.28077
2074,Chéri,11,5.180257,15.930095
2076,Vanity Fair,14,6.493025,-0.08455097
2078,1408,6,-6.4201393,-12.652066
2080,The Water Diviner,14,7.5656476,-2.718857
2081,Ghost,2,9.6187105,9.207151
2082,There's Something About Mary,0,-2.9235034,11.738908
2083,The Santa Clause,12,-1.5066221,7.796987
2084,The Rookie,10,11.415617,1.4133147
2085,The Game Plan,8,-8.185424,7.5163383
2086,The Bridges of Madison County,2,10.84532,9.876414
2087,The Animal,8,-8.506421,2.3612123
2089,The Hundred-Foot Journey,12,1.8167887,6.785577
2090,The Net,1,3.2300746,-12.667389
2091,I Am Sam,14,7.173834,-0.7049897
2092,Son of God,10,15.095375,-2.9773722
2093,Underworld,13,-6.173736,-6.8078527
2094,Derailed,4,6.331378,-5.7165704
2095,The Informant!,7,7.174187,-8.787826
2096,Shadowlands,2,14.718773,3.4603035
2097,Deuce Bigalow: European Gigolo,8,-5.3068314,4.8325005
2098,Delivery Man,12,0.98753375,5.607144
2101,Saving Silverman,0,-0.88070524,14.756296
2102,Diary of a Wimpy Kid: Dog Days,8,-9.2698345,8.014176
2103,Summer of Sam,7,7.8450503,-9.106513
2104,Jay and Silent Bob Strike Back,8,-4.7530394,3.8687854
2106,The Glass House,1,6.433449,-12.513872
2107,"Hail, Caesar!",8,-5.200153,3.3116012
2108,Josie and the Pussycats,8,-2.5765474,5.480217
2109,Homefront,1,1.1350458,-9.848897
2110,The Little Vampire,5,-12.259825,2.8590832
2111,I Heart Huckabees,8,-5.3177795,4.8302836
2112,RoboCop 3,13,-3.2703612,-8.1806555
2113,Megiddo: The Omega Code 2,3,-12.741989,-7.4649243
2115,Dudley Do-Right,0,-8.22324,12.018069
2116,The Transporter Refueled,13,-2.3661358,-6.7514806
2118,Black Book,4,6.5964293,-3.8964603
2119,Joyeux Noel,10,9.807777,-1.8116375
2120,Hit and Run,0,-5.413374,11.227263
2121,Mad Money,9,-1.9386852,-1.8582169
2122,Before I Go to Sleep,1,4.5235524,-10.489382
2124,Stone,4,5.277254,-6.0388136
2125,Molière,8,-5.6990986,3.6923778
2126,Out of the Furnace,7,7.918123,-10.513717
2127,Michael Clayton,1,5.7855954,-12.865509
2128,My Fellow Americans,8,-7.400255,2.9169183
2129,Arlington Road,7,7.7910123,-11.115886
2131,To Rome with Love,0,-4.7207294,12.627188
2133,South Park: Bigger Longer & Uncut,5,-11.449638,5.937777
2134,Death at a Funeral,8,-6.165645,5.499651
2136,Hardball,10,10.74233,0.882364
2137,Silver Linings Playbook,11,5.181071,15.930553
2138,Freedom Writers,10,11.733156,-4.250324
2140,The Transporter,13,-2.3666294,-6.7523093
2141,Never Back Down,10,10.784631,0.9388385
2142,The Rage: Carrie 2,6,-7.1149864,-10.590533
2144,Away We Go,11,7.6847796,10.734212
2145,Swing Vote,12,1.815333,6.786075
2146,Moonlight Mile,2,12.062584,5.579379
2147,Tinker Tailor Soldier Spy,1,4.522443,-10.490816
2148,Molly,11,4.6369767,13.588277
2149,The Beaver,14,6.4900203,-0.058099434
2151,eXistenZ,6,-7.4121275,-10.441213
2153,Home Alone 2: Lost in New York,5,-11.702654,4.3504086
2155,Pulse,4,2.5631852,-6.8178415
2157,Bringing Down the House,8,-5.9379325,5.831167
2158,The Silence of the Lambs,7,8.3095875,-11.568882
2159,Wayne's World,8,-2.5765529,5.480218
2160,Jackass 3D,9,-6.0623627,0.4396629
2162,Beverly Hills Chihuahua,11,4.603268,11.886049
2163,The Conjuring,6,-2.416565,-14.252994
2164,Are We There Yet?,0,-9.9243145,10.650591
2165,Tammy,8,-5.307148,4.8440733
2167,School of Rock,8,-2.6621628,6.0235605
2168,Mortal Kombat,3,-12.139127,-7.612948
2170,White Chicks,9,-2.3479714,0.19719134
2171,The Descendants,12,2.2880247,8.764283
2172,Holes,14,2.3887794,1.4112647
2173,The Last Song,2,11.811791,9.433091
2174,12 Years a Slave,10,15.209137,-2.866443
2175,Drumline,11,4.656953,11.236498
2176,Why Did I Get Married Too?,11,4.6377616,13.591575
2177,Edward Scissorhands,0,-6.944009,10.380338
2178,Me Before You,2,11.313995,5.9459615
2179,Madea's Witness Protection,12,1.6311641,3.4956698
2182,Date Movie,0,-3.490154,14.769733
2183,Return to Never Land,5,-14.074187,1.5736343
2184,Selma,10,15.105908,-2.97991
2185,The Jungle Book 2,5,-15.585844,4.120309
2186,Boogeyman,1,-1.126987,-12.569099
2187,Premonition,1,4.52379,-10.490537
2188,The Tigger Movie,12,-1.2439572,8.13955
2190,Max,5,-11.526343,1.1841456
2192,Epic Movie,8,-7.4002748,2.9171753
2194,Spotlight,10,15.146338,-3.4657862
2195,Lakeview Terrace,7,9.945066,-10.233382
2196,The Grudge 2,6,-3.9048572,-11.868741
2197,How Stella Got Her Groove Back,11,4.637244,13.5930805
2198,Bill & Ted's Bogus Journey,5,-9.742681,3.2539256
2199,Man of the Year,11,5.5414624,13.61343
2201,The American,7,8.864881,-10.30614
2202,Selena,10,12.055662,-1.1214972
2203,Vampires Suck,8,-3.3253736,7.4354644
2204,Babel,14,6.484237,-0.09207893
2205,This Is Where I Leave You,12,1.8052713,6.787926
2206,Doubt,14,5.0303316,-1.7213135
2207,Team America: World Police,9,-6.2532563,0.42928505
2208,Texas Chainsaw 3D,6,-4.505623,-11.626283
2209,Copycat,1,4.7351255,-13.749412
2210,Scary Movie 5,8,-5.30418,4.8462567
2212,Milk,10,15.0971155,-2.976491
2213,Risen,4,0.575035,-1.7057934
2214,Ghost Ship,6,-7.062022,-13.867448
2215,A Very Harold & Kumar 3D Christmas,8,-7.400246,2.917167
2216,Wild Things,1,5.7874866,-12.864054
2218,The Debt,4,5.2771683,-6.0387797
2219,High Fidelity,11,4.6569524,11.236497
2220,One Missed Call,6,-4.802482,-15.210462
2221,Eye for an Eye,7,8.863337,-10.302887
2222,The Bank Job,7,8.19001,-8.817052
2223,Eternal Sunshine of the Spotless Mind,2,9.434622,7.0940166
2224,You Again,0,-8.445643,11.921237
2225,Street Kings,1,2.0622358,-10.619726
2226,The World's End,9,-8.233304,0.3201232
2228,Daybreakers,6,-8.326859,-9.730905
2229,She's Out of My League,0,-1.2253017,15.80847
2230,Monte Carlo,0,-9.924324,10.650816
2231,Stay Alive,6,-4.7148275,-12.05864
2232,Quigley Down Under,4,0.70339704,-1.0482174
2233,Alpha and Omega,5,-15.624791,5.385776
2234,The Covenant,6,-5.8396816,-9.973741
2236,Shorts,5,-10.706812,6.9811845
2237,To Die For,12,1.801936,3.1203558
2240,Vampires,6,-6.25046,-9.61509
2243,My Best Friend's Girl,0,-3.490154,14.769732
2244,Endless Love,2,10.497625,10.690788
2245,Georgia Rule,12,3.0767338,8.405445
2248,Simon Birch,12,5.3479815,7.0282106
2249,Reign Over Me,14,7.443951,0.65276134
2250,Into the Wild,10,12.374762,-2.7654965
2251,School for Scoundrels,8,-5.309525,4.8490844
2252,Silent Hill: Revelation 3D,1,-1.0676568,-12.502325
2253,From Dusk Till Dawn,6,-6.4287558,-12.631957
2254,Pooh's Heffalump Movie,5,-12.284036,5.737221
2255,Home for the Holidays,11,4.6384788,13.592953
2256,Kung Fu Hustle,9,-4.6212077,-0.4301409
2258,The Country Bears,8,-8.928406,8.319076
2259,The Kite Runner,14,6.4144254,3.9872985
2260,21 Grams,14,4.846205,1.5830854
2261,Paparazzi,1,0.8849941,-9.878827
2263,A Guy Thing,0,-3.102931,14.262977
2264,Loser,0,-1.3330365,15.956684
2268,Disaster Movie,8,-5.3018336,4.8538804
2269,Armored,13,-2.3666506,-6.751835
2270,The Man Who Knew Too Little,9,-2.9173925,-3.1300907
2271,What's Your Number?,0,-0.8626397,12.3602705
2272,Lockout,3,-10.941574,-7.6300936
2273,Envy,8,-3.7025025,7.077115
2274,Crank: High Voltage,13,-2.0309548,-5.498954
2275,Bullets Over Broadway,9,-2.570652,1.4691223
2276,One Night with the King,10,15.097618,-2.9783387
2277,The Quiet American,1,5.321288,-9.761276
2278,The Weather Man,12,0.4251427,6.908068
2279,Undisputed,7,8.51428,-4.7974625
2280,Ghost Town,11,5.9165034,10.831314
2281,12 Rounds,13,-2.3667064,-6.7517614
2282,Let Me In,4,2.9237676,-2.0197177
2283,3 Ninjas Kick Back,8,-9.439941,6.836023
2284,Be Kind Rewind,8,-3.6438568,7.1614404
2285,Mrs Henderson Presents,12,4.611683,6.2043867
2286,Triple 9,1,1.65829,-11.598959
2287,Deconstructing Harry,8,-5.636856,6.3832426
2288,Three to Tango,0,-1.225309,15.808465
2289,Burnt,12,1.8119593,6.788553
2291,Everyone Says I Love You,0,-4.2524185,12.29711
2293,Death Sentence,13,-1.264713,-7.6531305
2294,Everybody's Fine,14,4.56319,1.3435723
2295,Superbabies: Baby Geniuses 2,8,-9.1249695,7.034904
2296,The Man,9,-4.0880017,-0.49351922
2297,Code Name: The Cleaner,9,-4.0867867,-0.4943053
2298,Connie and Carla,9,-2.0622592,2.7810943
2300,Inherent Vice,11,1.4828255,11.666821
2301,Doogal,5,-14.07488,3.063122
2302,Battle of the Year,14,8.393527,2.6085265
2304,An American Carol,8,-8.790303,5.020509
2305,Machete Kills,9,-2.9085422,-3.202024
2306,Willard,4,2.5383584,-6.7796717
2307,Strange Wilderness,8,-7.196428,3.4981735
2310,A Dangerous Method,10,13.00165,-5.995344
2311,A Scanner Darkly,1,3.980236,-8.676824
2312,Chasing Mavericks,10,13.835585,0.11661698
2313,Alone in the Dark,6,-8.178143,-12.98551
2314,Bandslam,11,4.406552,11.131153
2315,Birth,7,5.509166,-9.646974
2316,A Most Violent Year,1,1.1344168,-9.848796
2318,Flash of Genius,10,13.068554,-2.2810547
2319,I'm Not There.,10,12.103052,-1.1769935
2320,The Cold Light of Day,13,-4.6912537,-7.5361786
2321,The Brothers Bloom,11,8.17791,11.934301
2322,"Synecdoche, New York",11,4.6371717,13.594684
2326,The Proposition,7,10.052192,-4.929094
2327,Courage,10,13.220085,0.61509734
2328,Marci X,8,-2.5764282,5.4802027
2329,Equilibrium,4,1.136413,-5.7029796
2330,The Children of Huang Shi,14,7.0842476,-2.756398
2331,The Yards,7,8.484005,-8.691018
2333,By the Sea,2,11.314891,5.946664
2335,The Game of Their Lives,10,10.390155,-0.03621976
2337,Rapa Nui,4,0.85981274,-1.213021
2341,People I Know,7,10.509867,-6.8323293
2343,The Tempest,11,5.9165397,10.83107
2354,The Painted Veil,2,11.315808,9.549528
2355,The Baader Meinhof Complex,10,11.669472,-4.135957
2356,Dances with Wolves,12,6.354026,5.2956886
2357,Bad Teacher,8,-5.3138022,4.8534927
2359,A Cinderella Story,0,-8.245567,11.937823
2360,Scream,6,-4.9447713,-15.07953
2361,Thir13en Ghosts,6,-7.0608644,-13.866814
2364,House on Haunted Hill,6,-2.5505059,-14.107527
2365,I Can Do Bad All by Myself,12,3.6048071,7.8989563
2367,The Switch,11,2.252964,11.952455
2368,Just Married,0,-1.4784352,15.46036
2369,The Devil's Double,10,13.003194,-5.999011
2371,Thomas and the Magic Railroad,5,-11.9247465,2.2888832
2372,The Crazies,6,-4.5061684,-11.627664
2373,Spirited Away,5,-14.0743885,1.5729264
2376,The Book Thief,14,7.0846887,-2.7562468
2377,Sex Drive,0,-1.5652446,11.762123
2378,Leap Year,0,-4.721757,12.62678
2380,Take Me Home Tonight,11,1.5356195,13.039058
2382,The Nutcracker,5,-11.509439,6.1536393
2383,Kansas City,7,10.106725,-10.262328
2385,The Amityville Horror,1,-0.98238826,-12.72799
2386,Adaptation.,12,1.8023047,6.7862024
2387,Land of the Dead,6,-7.061676,-13.869237
2389,Fear and Loathing in Las Vegas,12,0.29839873,4.8978
2390,The Invention of Lying,0,-6.966476,10.555334
2391,Neighbors,8,-2.9392,7.8699155
2392,The Mask,9,-4.6212077,-0.4301409
2394,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,8,-5.296887,4.847033
2395,Legally Blonde,0,-2.9228046,11.739138
2397,The Exorcism of Emily Rose,4,1.6280793,-7.349849
2398,Deuce Bigalow: Male Gigolo,0,-4.7217574,12.6267805
2399,Left Behind,1,3.6650186,-10.860407
2400,The Family Stone,11,3.4992077,14.322298
2401,Barbershop 2: Back in Business,12,2.2877476,8.764237
2402,Bad Santa,12,1.8261175,3.4333503
2403,Austin Powers: International Man of Mystery,9,-2.570545,1.469579
2404,My Big Fat Greek Wedding 2,0,-3.6909335,15.04212
2405,Diary of a Wimpy Kid: Rodrick Rules,8,-8.693954,7.9356923
2408,Prom Night,6,-5.1717525,-15.675005
2409,Mean Girls,8,-5.0396857,8.005989
2410,Under the Tuscan Sun,11,4.635851,13.59355
2411,Gosford Park,14,5.4475155,-2.2712204
2414,Birdman or (The Unexpected Virtue of Ignorance),11,4.6369615,13.595383
2415,Blue Jasmine,14,6.484061,-0.09229872
2416,United 93,4,6.5338,-4.7513537
2417,Honey,2,13.862357,6.249356
2419,Spy Hard,9,-6.2535515,0.42965105
2421,Soul Surfer,10,13.9553,0.072909266
2423,Observe and Report,12,1.557838,3.5245588
2426,Love Happens,2,11.315342,5.946445
2428,Fame,11,2.6727026,13.256546
2429,127 Hours,7,7.7736664,-6.1939764
2430,Small Time Crooks,9,-2.570545,1.4695789
2431,Center Stage,2,11.698177,9.465862
2432,Love the Coopers,8,-5.3022895,4.854209
2433,Catch That Kid,9,-2.0942023,2.1647542
2434,Life as a House,14,6.4685,-0.077227235
2435,Steve Jobs,10,13.068684,-2.2810829
2436,"I Love You, Beth Cooper",0,-3.1794913,13.153016
2437,Youth in Revolt,11,8.640673,11.771746
2439,The Tailor of Panama,4,5.2770033,-6.0394363
2441,Getaway,13,-2.3665628,-6.751015
2442,The Ice Storm,14,6.483461,-0.09045877
2443,And So It Goes,11,4.6354995,13.593961
2445,Being Julia,11,5.1606145,16.000881
2448,The Last Station,10,14.629123,3.1146338
2449,Ed Wood,12,5.7876124,6.488316
2450,Labor Day,14,7.138281,-0.9528786
2451,Mongol: The Rise of Genghis Khan,10,14.200121,-3.9562988
2452,RocknRolla,13,-2.3668897,-6.750813
2454,Hamlet,14,6.4701056,-0.09173391
2456,Midnight Special,4,3.3152363,-5.483398
2457,Anything Else,0,-1.2251204,15.808301
2458,The Railway Man,10,14.236111,3.0135214
2460,The White Ribbon,14,5.398236,-2.305881
2463,The Salton Sea,1,4.735035,-13.749282
2471,Renaissance,3,-8.553291,-7.586881
2475,Superbad,8,-4.773634,7.831036
2478,Step Up 2: The Streets,2,13.661369,5.7698693
2479,Hoodwinked!,5,-14.517624,6.984456
2480,Hotel Rwanda,14,9.023344,-2.6752968
2481,Hitman,1,1.1344854,-9.84941
2482,Black Nativity,14,8.569368,2.755215
2484,City of Ghosts,7,9.315994,-9.32013
2485,The Others,6,-5.275988,-11.030124
2488,I Know What You Did Last Summer,6,-2.694419,-14.06702
2489,Let's Be Cops,8,-2.942196,7.900903
2490,Sideways,11,5.0939746,12.1148615
2491,Beerfest,8,-5.303113,4.861763
2494,Good Boy!,12,-1.3857707,7.343245
2495,The Best Man Holiday,12,1.8065034,6.788467
2496,Smokin' Aces,1,0.39795786,-9.435161
2497,Saw 3D: The Final Chapter,6,-4.943587,-15.081415
2498,40 Days and 40 Nights,0,-4.7217574,12.62678
2500,A Night at the Roxbury,0,-4.3715744,11.111027
2501,Beastly,2,9.940825,9.632525
2502,The Hills Have Eyes,6,-7.060924,-14.541939
2503,Dickie Roberts: Former Child Star,8,-5.302865,4.8579617
2504,"McFarland, USA",10,13.220086,0.61509746
2507,Pitch Perfect,0,-4.3715734,11.111025
2508,Summer Catch,11,6.5116296,15.104782
2509,A Simple Plan,7,8.086885,-9.594237
2510,They,6,-2.8987215,-14.181174
2511,Larry the Cable Guy: Health Inspector,0,-4.721476,12.6269455
2512,The Adventures of Elmo in Grouchland,5,-12.135062,2.8839839
2513,Brooklyn's Finest,7,8.60246,-12.738305
2515,Evil Dead,6,-7.1286936,-13.752355
2516,My Life in Ruins,0,-4.7214766,12.626945
2517,American Dreamz,8,-2.5762386,5.4800973
2520,Running Scared,1,0.52416795,-10.367053
2523,The Illusionist,1,4.889961,-9.41556
2525,Veronica Guerin,7,10.797109,-9.013948
2527,Southland Tales,1,-0.6471873,-14.270942
2530,The Apparition,6,-4.506044,-11.626027
2531,My Girl,11,2.5485685,11.737493
2532,Fur: An Imaginary Portrait of Diane Arbus,10,14.62967,3.1145241
2535,Sense and Sensibility,2,11.315685,5.945643
2536,Becoming Jane,2,11.780762,10.191252
2537,Sydney White,0,-4.4948387,13.37054
2538,House of Sand and Fog,14,6.3584843,-1.5629201
2540,Dumb & Dumber,8,-2.9764636,7.8450103
2543,Road Trip,8,-4.0071216,6.923997
2544,Varsity Blues,11,6.5115614,15.10447
2545,The Artist,11,4.6352034,13.5942745
2546,The Unborn,6,-1.4510086,-12.508385
2547,Moonrise Kingdom,11,8.150588,11.851529
2548,The Texas Chainsaw Massacre: The Beginning,6,-7.061348,-13.8698845
2549,The Young Messiah,14,6.4876246,-0.08597642
2550,The Master of Disguise,8,-9.299807,7.647553
2551,Pan's Labyrinth,14,6.74413,-2.7569337
2553,See Spot Run,9,-3.2633617,-0.45819175
2554,Baby Boy,7,8.190199,-8.816735
2555,The Roommate,4,1.583758,-7.3631563
2556,Joe Dirt,12,0.21582489,4.7893777
2557,Double Impact,9,-3.7335749,-1.5624744
2558,Hot Fuzz,9,-5.90567,0.4715197
2559,The Women,12,1.8054935,6.7888746
2560,Vicky Cristina Barcelona,2,11.3156805,5.947389
2563,Boys and Girls,11,2.9428778,11.022247
2564,White Oleander,14,4.9801307,1.4820862
2565,Jennifer's Body,8,-8.312019,4.305287
2566,Drowning Mona,9,-3.301619,2.2354038
2569,Remember Me,2,11.31596,5.947125
2570,How to Deal,11,1.6125658,12.311449
2572,Philadelphia,14,7.953303,0.387245
2573,The Thirteenth Floor,1,-0.42118987,-14.138275
2576,Duets,12,4.2956815,5.578772
2577,Hollywood Ending,0,-4.721477,12.626946
2578,Detroit Rock City,8,-2.6704826,5.9560986
2580,Things We Lost in the Fire,14,6.614503,3.7149086
2581,Steel,3,-9.921483,-4.9683065
2582,The Immigrant,2,11.506921,4.9337516
2583,The White Countess,10,9.66621,-2.0644486
2584,Trance,1,5.787596,-12.866374
2585,Soul Plane,8,-5.2978554,4.864581
2587,Good,2,10.764955,4.0953255
2588,Enter the Void,14,4.7223706,1.0498031
2589,Vamps,0,-6.123573,11.805101
2592,The Homesman,14,7.6875815,-1.1895697
2593,Juwanna Mann,11,6.511537,15.104523
2597,Slow Burn,1,4.504917,-11.922029
2598,Wasabi,1,1.3503212,-11.669569
2599,Slither,8,-8.843126,1.8643093
2601,Home Alone,8,-9.299799,7.647581
2605,"Crouching Tiger, Hidden Dragon",2,10.417993,5.987904
2606,American Beauty,14,6.4706173,-0.08850352
2607,The King's Speech,10,15.752096,1.6957682
2610,The Yellow Handkerchief,2,10.523262,5.61891
2614,The Imitation Game,10,13.074387,-5.708083
2617,Diary of a Wimpy Kid,8,-8.831455,8.096925
2618,Mama,6,-6.384428,-12.699286
2621,Bad Grandpa,8,-5.3054175,4.8531017
2622,The Queen,10,13.0689745,-2.2814503
2624,Why Did I Get Married?,12,2.6283662,8.739201
2625,Little Women,2,10.449487,6.102823
2626,The Woman in Black,4,0.81841403,-7.3594303
2627,When a Stranger Calls,6,-3.9017608,-11.871191
2628,Big Fat Liar,5,-11.702088,4.3515635
2630,Wag the Dog,12,1.7980726,7.8465242
2631,The Lizzie McGuire Movie,0,-9.759397,11.263501
2632,Snitch,4,0.86115503,-4.944653
2633,Krampus,8,-8.312018,4.305262
2634,The Faculty,6,-3.4500623,-15.679587
2636,Cop Land,7,8.032381,-10.343642
2637,Not Another Teen Movie,8,-5.303797,4.865106
2638,End of Watch,7,8.603689,-12.740194
2640,The Skulls,1,0.5310132,-10.360315
2641,The Theory of Everything,10,14.629745,3.1159482
2642,Malibu's Most Wanted,9,-2.1361256,2.031418
2643,Where the Heart Is,11,4.6366262,13.595658
2645,Halloween II,6,-7.0610185,-13.868282
2646,Wild,10,12.372323,-2.7642112
2647,The Last House on the Left,6,-3.07865,-11.021892
2648,The Wedding Date,0,-3.490154,14.769732
2649,Halloween: Resurrection,6,-4.160851,-10.801338
2652,The Great Debaters,10,13.092494,-2.1881096
2653,Drive,7,10.146198,-5.602772
2654,Confessions of a Teenage Drama Queen,0,-9.679131,11.358874
2655,The Object of My Affection,11,4.6350403,13.594457
2656,28 Weeks Later,14,2.9049075,-0.673476
2657,When the Game Stands Tall,10,11.415868,1.4133189
2658,Because of Winn-Dixie,12,-0.711011,6.8789153
2659,Love & Basketball,2,12.033156,3.0117474
2660,Grosse Pointe Blank,9,-2.9089825,-2.7028017
2661,All About Steve,0,-4.721634,12.626954
2662,Book of Shadows: Blair Witch 2,6,-3.0153863,-13.16704
2663,The Craft,4,0.8869652,-7.395119
2664,Match Point,7,6.598635,-7.106283
2665,Ramona and Beezus,5,-12.162861,2.7735174
2666,The Remains of the Day,2,11.315673,5.947285
2667,Boogie Nights,14,6.462653,-0.063713506
2668,Nowhere to Run,1,1.7444843,-9.3928385
2669,Flicka,14,3.3395271,1.7333311
2670,The Hills Have Eyes II,6,-7.062233,-14.543027
2671,Urban Legends: Final Cut,6,-2.5502272,-14.108808
2672,Tuck Everlasting,2,8.974452,7.5979247
2673,The Marine,4,0.88679093,-4.926477
2674,Keanu,9,-6.2535005,0.42951
2675,Country Strong,14,8.393824,2.6089723
2676,Disturbing Behavior,6,-2.5049348,-15.231835
2677,The Place Beyond the Pines,7,8.603691,-12.74611
2678,The November Man,13,-2.3679175,-6.7482495
2679,Eye of the Beholder,1,4.522605,-10.494458
2680,The Hurt Locker,14,8.205576,-3.6812773
2682,Killing Them Softly,13,-1.8080307,-9.57926
2683,A Most Wanted Man,7,9.212351,-10.821383
2684,Freddy Got Fingered,8,-5.308343,4.85416
2685,The Pirates Who Don't Do Anything: A VeggieTales Movie,5,-14.74735,4.9863605
2687,Highlander: Endgame,3,-13.155786,-6.842289
2688,Idlewild,2,12.749627,5.1644096
2689,One Day,2,8.063617,8.970979
2690,Whip It,14,10.296407,1.3015733
2692,Confidence,13,-1.6126909,-9.446703
2693,The Muse,8,-5.308359,4.854732
2694,De-Lovely,10,11.896874,-0.9696102
2696,Barney's Great Adventure,5,-11.9136305,0.99424255
2697,The Man with the Iron Fists,3,-7.374127,-2.7919264
2698,Home Fries,11,4.639295,13.594717
2699,Here on Earth,2,10.497464,10.690813
2701,Raise Your Voice,0,-2.275396,10.569208
2703,The Big Lebowski,9,-2.5655732,1.535231
